time,pv_measurement
2019-06-05 20:00:00,0.0
2019-06-05 21:00:00,0.0
2019-06-05 22:00:00,0.0
2019-06-05 23:00:00,0.0
2019-06-06 00:00:00,0.0
2019-06-06 01:00:00,0.0
2019-06-06 02:00:00,0.0
2019-06-06 03:00:00,0.0
2019-06-06 04:00:00,0.0
2019-06-06 05:00:00,0.0
2019-06-06 06:00:00,0.0
2019-06-06 07:00:00,0.0
2019-06-06 08:00:00,0.0
2019-06-06 09:00:00,0.0
2019-06-06 10:00:00,0.0
2019-06-06 11:00:00,0.0
2019-06-06 12:00:00,0.0
2019-06-06 13:00:00,0.0
2019-06-06 14:00:00,102.51999999999998
2019-06-06 15:00:00,209.44
2019-06-06 16:00:00,989.7800000000001
2019-06-06 17:00:00,317.02000000000004
2019-06-06 18:00:00,370.26
2019-06-06 19:00:00,130.68
2019-06-06 20:00:00,67.76
2019-06-06 21:00:00,0.0
2019-06-06 22:00:00,0.0
2019-06-06 23:00:00,0.0
2019-06-07 00:00:00,0.0
2019-06-07 01:00:00,2.42
2019-06-07 02:00:00,18.48
2019-06-07 03:00:00,40.48
2019-06-07 04:00:00,423.28
2019-06-07 05:00:00,514.8
2019-06-07 06:00:00,398.64
2019-06-07 07:00:00,2736.58
2019-06-07 08:00:00,1704.78
2019-06-07 09:00:00,514.58
2019-06-07 10:00:00,234.29999999999998
2019-06-07 11:00:00,320.98
2019-06-07 12:00:00,423.94
2019-06-07 13:00:00,317.46000000000004
2019-06-07 14:00:00,606.3199999999999
2019-06-07 15:00:00,610.94
2019-06-07 16:00:00,285.12
2019-06-07 17:00:00,229.89999999999998
2019-06-07 18:00:00,134.42
2019-06-07 19:00:00,24.86
2019-06-07 20:00:00,2.42
2019-06-07 21:00:00,0.0
2019-06-07 22:00:00,0.0
2019-06-07 23:00:00,0.0
2019-06-08 00:00:00,0.0
2019-06-08 01:00:00,4.619999999999998
2019-06-08 02:00:00,98.78
2019-06-08 03:00:00,267.52
2019-06-08 04:00:00,735.9000000000001
2019-06-08 05:00:00,777.7
2019-06-08 06:00:00,1061.94
2019-06-08 07:00:00,1546.82
2019-06-08 08:00:00,2673.22
2019-06-08 09:00:00,3450.7000000000003
2019-06-08 10:00:00,3406.92
2019-06-08 11:00:00,4500.76
2019-06-08 12:00:00,4457.860000000001
2019-06-08 13:00:00,4289.34
2019-06-08 14:00:00,3734.7200000000007
2019-06-08 15:00:00,3025.88
2019-06-08 16:00:00,2159.96
2019-06-08 17:00:00,1168.64
2019-06-08 18:00:00,317.46000000000004
2019-06-08 19:00:00,110.44
2019-06-08 20:00:00,3.74
2019-06-08 21:00:00,0.0
2019-06-08 22:00:00,0.0
2019-06-08 23:00:00,0.0
2019-06-09 00:00:00,0.0
2019-06-09 01:00:00,2.64
2019-06-09 02:00:00,8.36
2019-06-09 03:00:00,119.45999999999998
2019-06-09 04:00:00,310.64
2019-06-09 05:00:00,759.0
2019-06-09 06:00:00,2524.28
2019-06-09 07:00:00,3895.54
2019-06-09 08:00:00,4775.099999999999
2019-06-09 09:00:00,4977.28
2019-06-09 10:00:00,4952.64
2019-06-09 11:00:00,2705.34
2019-06-09 12:00:00,2513.5
2019-06-09 13:00:00,2599.96
2019-06-09 14:00:00,1975.82
2019-06-09 15:00:00,761.86
2019-06-09 16:00:00,317.90000000000003
2019-06-09 17:00:00,104.5
2019-06-09 18:00:00,192.5
2019-06-09 19:00:00,82.06
2019-06-09 20:00:00,7.920000000000001
2019-06-09 21:00:00,0.0
2019-06-09 22:00:00,0.0
2019-06-09 23:00:00,0.0
2019-06-10 00:00:00,0.0
2019-06-10 01:00:00,0.0
2019-06-10 02:00:00,9.02
2019-06-10 03:00:00,71.28
2019-06-10 04:00:00,216.91999999999996
2019-06-10 05:00:00,413.38
2019-06-10 06:00:00,631.62
2019-06-10 07:00:00,1293.16
2019-06-10 08:00:00,937.4200000000001
2019-06-10 09:00:00,1591.26
2019-06-10 10:00:00,2533.74
2019-06-10 11:00:00,3826.0200000000004
2019-06-10 12:00:00,1673.32
2019-06-10 13:00:00,575.3000000000001
2019-06-10 14:00:00,470.8
2019-06-10 15:00:00,687.28
2019-06-10 16:00:00,601.6999999999999
2019-06-10 17:00:00,911.02
2019-06-10 18:00:00,301.84000000000003
2019-06-10 19:00:00,163.24
2019-06-10 20:00:00,25.740000000000002
2019-06-10 21:00:00,0.0
2019-06-10 22:00:00,0.0
2019-06-10 23:00:00,0.0
2019-06-11 00:00:00,0.0
2019-06-11 01:00:00,18.48
2019-06-11 02:00:00,132.88
2019-06-11 03:00:00,298.98
2019-06-11 04:00:00,850.3000000000001
2019-06-11 05:00:00,1175.8999999999999
2019-06-11 06:00:00,2991.12
2019-06-11 07:00:00,3999.600000000001
2019-06-11 08:00:00,4693.7
2019-06-11 09:00:00,5103.56
2019-06-11 10:00:00,5018.64
2019-06-11 11:00:00,4317.72
2019-06-11 12:00:00,4732.200000000001
2019-06-11 13:00:00,4367.4400000000005
2019-06-11 14:00:00,3845.82
2019-06-11 15:00:00,3115.6400000000003
2019-06-11 16:00:00,2298.12
2019-06-11 17:00:00,1372.3600000000001
2019-06-11 18:00:00,604.12
2019-06-11 19:00:00,360.14
2019-06-11 20:00:00,146.74
2019-06-11 21:00:00,13.86
2019-06-11 22:00:00,0.0
2019-06-11 23:00:00,0.0
2019-06-12 00:00:00,0.44
2019-06-12 01:00:00,45.980000000000004
2019-06-12 02:00:00,154.44
2019-06-12 03:00:00,294.36
2019-06-12 04:00:00,709.2800000000001
2019-06-12 05:00:00,1180.3
2019-06-12 06:00:00,2142.14
2019-06-12 07:00:00,1828.2
2019-06-12 08:00:00,2333.32
2019-06-12 09:00:00,1770.12
2019-06-12 10:00:00,3637.4799999999996
2019-06-12 11:00:00,2804.56
2019-06-12 12:00:00,2476.1
2019-06-12 13:00:00,1602.48
2019-06-12 14:00:00,1828.8599999999997
2019-06-12 15:00:00,1183.16
2019-06-12 16:00:00,433.4
2019-06-12 17:00:00,155.76
2019-06-12 18:00:00,45.980000000000004
2019-06-12 19:00:00,9.68
2019-06-12 20:00:00,6.82
2019-06-12 21:00:00,0.0
2019-06-12 22:00:00,0.0
2019-06-12 23:00:00,0.0
2019-06-13 00:00:00,0.0
2019-06-13 01:00:00,0.0
2019-06-13 02:00:00,41.58
2019-06-13 03:00:00,109.78
2019-06-13 04:00:00,248.15999999999997
2019-06-13 05:00:00,143.66
2019-06-13 06:00:00,324.94
2019-06-13 07:00:00,595.76
2019-06-13 08:00:00,456.06000000000006
2019-06-13 09:00:00,462.21999999999997
2019-06-13 10:00:00,1206.7
2019-06-13 11:00:00,2328.04
2019-06-13 12:00:00,3190.66
2019-06-13 13:00:00,4529.14
2019-06-13 14:00:00,3154.14
2019-06-13 15:00:00,3129.5
2019-06-13 16:00:00,2276.12
2019-06-13 17:00:00,1267.6399999999999
2019-06-13 18:00:00,590.26
2019-06-13 19:00:00,345.40000000000003
2019-06-13 20:00:00,133.54
2019-06-13 21:00:00,4.4
2019-06-13 22:00:00,0.0
2019-06-13 23:00:00,0.0
2019-06-14 00:00:00,0.0
2019-06-14 01:00:00,10.780000000000001
2019-06-14 02:00:00,111.98
2019-06-14 03:00:00,238.26
2019-06-14 04:00:00,815.1
2019-06-14 05:00:00,1001.22
2019-06-14 06:00:00,1652.42
2019-06-14 07:00:00,2480.94
2019-06-14 08:00:00,2481.1600000000003
2019-06-14 09:00:00,3372.38
2019-06-14 10:00:00,3408.02
2019-06-14 11:00:00,3185.82
2019-06-14 12:00:00,2859.78
2019-06-14 13:00:00,2673.88
2019-06-14 14:00:00,2599.2999999999997
2019-06-14 15:00:00,2104.52
2019-06-14 16:00:00,1384.9
2019-06-14 17:00:00,873.4000000000001
2019-06-14 18:00:00,463.98
2019-06-14 19:00:00,267.74
2019-06-14 20:00:00,75.02000000000001
2019-06-14 21:00:00,1.76
2019-06-14 22:00:00,0.0
2019-06-14 23:00:00,0.0
2019-06-15 00:00:00,0.0
2019-06-15 01:00:00,9.68
2019-06-15 02:00:00,124.51999999999998
2019-06-15 03:00:00,350.24
2019-06-15 04:00:00,611.5999999999999
2019-06-15 05:00:00,1441.66
2019-06-15 06:00:00,2962.08
2019-06-15 07:00:00,3168.22
2019-06-15 08:00:00,4357.320000000001
2019-06-15 09:00:00,4397.8
2019-06-15 10:00:00,4356.66
2019-06-15 11:00:00,4274.16
2019-06-15 12:00:00,3974.3
2019-06-15 13:00:00,3535.4
2019-06-15 14:00:00,3337.1800000000003
2019-06-15 15:00:00,2826.78
2019-06-15 16:00:00,2345.2
2019-06-15 17:00:00,1255.1
2019-06-15 18:00:00,597.08
2019-06-15 19:00:00,385.0
2019-06-15 20:00:00,188.98
2019-06-15 21:00:00,8.58
2019-06-15 22:00:00,0.0
2019-06-15 23:00:00,0.0
2019-06-16 00:00:00,0.0
2019-06-16 01:00:00,22.439999999999998
2019-06-16 02:00:00,107.8
2019-06-16 03:00:00,249.7
2019-06-16 04:00:00,694.7600000000001
2019-06-16 05:00:00,1167.32
2019-06-16 06:00:00,2552.2200000000003
2019-06-16 07:00:00,3773.88
2019-06-16 08:00:00,3732.5200000000004
2019-06-16 09:00:00,3253.36
2019-06-16 10:00:00,4240.500000000001
2019-06-16 11:00:00,3954.06
2019-06-16 12:00:00,1736.46
2019-06-16 13:00:00,938.3
2019-06-16 14:00:00,1554.08
2019-06-16 15:00:00,776.38
2019-06-16 16:00:00,321.42
2019-06-16 17:00:00,449.6799999999999
2019-06-16 18:00:00,257.18
2019-06-16 19:00:00,62.699999999999996
2019-06-16 20:00:00,4.619999999999998
2019-06-16 21:00:00,0.0
2019-06-16 22:00:00,0.0
2019-06-16 23:00:00,0.0
2019-06-17 00:00:00,0.0
2019-06-17 01:00:00,0.0
2019-06-17 02:00:00,0.0
2019-06-17 03:00:00,56.760000000000005
2019-06-17 04:00:00,100.97999999999999
2019-06-17 05:00:00,189.64
2019-06-17 06:00:00,463.98
2019-06-17 07:00:00,1011.3400000000001
2019-06-17 08:00:00,1133.6599999999999
2019-06-17 09:00:00,2976.1600000000003
2019-06-17 10:00:00,3240.3799999999997
2019-06-17 11:00:00,2266.44
2019-06-17 12:00:00,3869.8
2019-06-17 13:00:00,4114.66
2019-06-17 14:00:00,3845.82
2019-06-17 15:00:00,2943.82
2019-06-17 16:00:00,2255.22
2019-06-17 17:00:00,791.12
2019-06-17 18:00:00,275.44
2019-06-17 19:00:00,221.76
2019-06-17 20:00:00,58.080000000000005
2019-06-17 21:00:00,0.66
2019-06-17 22:00:00,0.0
2019-06-17 23:00:00,0.0
2019-06-18 00:00:00,0.0
2019-06-18 01:00:00,4.18
2019-06-18 02:00:00,94.82
2019-06-18 03:00:00,70.62
2019-06-18 04:00:00,328.46000000000004
2019-06-18 05:00:00,356.18
2019-06-18 06:00:00,1801.3600000000001
2019-06-18 07:00:00,3359.6200000000003
2019-06-18 08:00:00,4702.280000000001
2019-06-18 09:00:00,4546.96
2019-06-18 10:00:00,4764.54
2019-06-18 11:00:00,4527.82
2019-06-18 12:00:00,2339.4799999999996
2019-06-18 13:00:00,1934.02
2019-06-18 14:00:00,3318.26
2019-06-18 15:00:00,2743.4
2019-06-18 16:00:00,2020.0399999999997
2019-06-18 17:00:00,133.76
2019-06-18 18:00:00,136.4
2019-06-18 19:00:00,95.48
2019-06-18 20:00:00,15.400000000000002
2019-06-18 21:00:00,0.0
2019-06-18 22:00:00,0.0
2019-06-18 23:00:00,0.0
2019-06-19 00:00:00,0.0
2019-06-19 01:00:00,17.16
2019-06-19 02:00:00,128.92
2019-06-19 03:00:00,319.88
2019-06-19 04:00:00,738.3199999999999
2019-06-19 05:00:00,1505.02
2019-06-19 06:00:00,1360.26
2019-06-19 07:00:00,4126.9800000000005
2019-06-19 08:00:00,4502.52
2019-06-19 09:00:00,4870.8
2019-06-19 10:00:00,2815.7799999999997
2019-06-19 11:00:00,2170.96
2019-06-19 12:00:00,2782.56
2019-06-19 13:00:00,3239.94
2019-06-19 14:00:00,2850.1
2019-06-19 15:00:00,2231.24
2019-06-19 16:00:00,1491.82
2019-06-19 17:00:00,1060.18
2019-06-19 18:00:00,469.04
2019-06-19 19:00:00,248.82
2019-06-19 20:00:00,61.82000000000001
2019-06-19 21:00:00,0.0
2019-06-19 22:00:00,0.0
2019-06-19 23:00:00,0.0
2019-06-20 00:00:00,0.0
2019-06-20 01:00:00,6.6
2019-06-20 02:00:00,47.74
2019-06-20 03:00:00,124.29999999999998
2019-06-20 04:00:00,190.74
2019-06-20 05:00:00,767.5799999999999
2019-06-20 06:00:00,1278.1999999999998
2019-06-20 07:00:00,3302.6400000000003
2019-06-20 08:00:00,4363.259999999999
2019-06-20 09:00:00,4334.4400000000005
2019-06-20 10:00:00,3313.64
2019-06-20 11:00:00,2760.56
2019-06-20 12:00:00,2983.86
2019-06-20 13:00:00,3054.2599999999998
2019-06-20 14:00:00,2469.9399999999996
2019-06-20 15:00:00,2181.08
2019-06-20 16:00:00,328.68
2019-06-20 17:00:00,284.02
2019-06-20 18:00:00,216.48000000000002
2019-06-20 19:00:00,91.74
2019-06-20 20:00:00,37.18
2019-06-20 21:00:00,0.44
2019-06-20 22:00:00,0.0
2019-06-20 23:00:00,0.0
2019-06-21 00:00:00,0.0
2019-06-21 01:00:00,0.0
2019-06-21 02:00:00,36.52
2019-06-21 03:00:00,110.44
2019-06-21 04:00:00,403.92
2019-06-21 05:00:00,458.0400000000001
2019-06-21 06:00:00,445.71999999999997
2019-06-21 07:00:00,791.56
2019-06-21 08:00:00,891.8800000000001
2019-06-21 09:00:00,827.4200000000001
2019-06-21 10:00:00,792.22
2019-06-21 11:00:00,791.34
2019-06-21 12:00:00,1688.5
2019-06-21 13:00:00,896.4999999999999
2019-06-21 14:00:00,2632.52
2019-06-21 15:00:00,2363.02
2019-06-21 16:00:00,945.12
2019-06-21 17:00:00,459.14000000000004
2019-06-21 18:00:00,297.0
2019-06-21 19:00:00,155.32
2019-06-21 20:00:00,0.22
2019-06-21 21:00:00,0.0
2019-06-21 22:00:00,0.0
2019-06-21 23:00:00,0.0
2019-06-22 00:00:00,0.0
2019-06-22 01:00:00,5.9399999999999995
2019-06-22 02:00:00,62.480000000000004
2019-06-22 03:00:00,160.6
2019-06-22 04:00:00,449.46000000000004
2019-06-22 05:00:00,693.88
2019-06-22 06:00:00,1529.8799999999999
2019-06-22 07:00:00,1736.24
2019-06-22 08:00:00,2433.42
2019-06-22 09:00:00,1626.24
2019-06-22 10:00:00,1897.2800000000002
2019-06-22 11:00:00,2343.88
2019-06-22 12:00:00,2238.94
2019-06-22 13:00:00,2821.7200000000003
2019-06-22 14:00:00,2245.54
2019-06-22 15:00:00,2904.88
2019-06-22 16:00:00,1772.5400000000002
2019-06-22 17:00:00,922.24
2019-06-22 18:00:00,345.18000000000006
2019-06-22 19:00:00,130.68
2019-06-22 20:00:00,49.940000000000005
2019-06-22 21:00:00,1.1
2019-06-22 22:00:00,0.0
2019-06-22 23:00:00,0.0
2019-06-23 00:00:00,0.0
2019-06-23 01:00:00,10.12
2019-06-23 02:00:00,148.5
2019-06-23 03:00:00,356.18
2019-06-23 04:00:00,682.6600000000001
2019-06-23 05:00:00,1061.72
2019-06-23 06:00:00,1041.04
2019-06-23 07:00:00,1492.9199999999998
2019-06-23 08:00:00,2533.96
2019-06-23 09:00:00,2198.46
2019-06-23 10:00:00,1835.6800000000003
2019-06-23 11:00:00,1057.32
2019-06-23 12:00:00,1517.78
2019-06-23 13:00:00,1424.94
2019-06-23 14:00:00,1008.7
2019-06-23 15:00:00,901.7800000000001
2019-06-23 16:00:00,1014.64
2019-06-23 17:00:00,633.38
2019-06-23 18:00:00,367.62
2019-06-23 19:00:00,193.38
2019-06-23 20:00:00,81.18
2019-06-23 21:00:00,8.139999999999999
2019-06-23 22:00:00,0.0
2019-06-23 23:00:00,0.0
2019-06-24 00:00:00,0.0
2019-06-24 01:00:00,0.44
2019-06-24 02:00:00,23.32
2019-06-24 03:00:00,82.94
2019-06-24 04:00:00,297.88
2019-06-24 05:00:00,620.4
2019-06-24 06:00:00,1782.8799999999999
2019-06-24 07:00:00,2106.72
2019-06-24 08:00:00,3544.8599999999997
2019-06-24 09:00:00,5089.4800000000005
2019-06-24 10:00:00,5241.280000000001
2019-06-24 11:00:00,5156.8
2019-06-24 12:00:00,3998.2799999999997
2019-06-24 13:00:00,1929.8400000000001
2019-06-24 14:00:00,1285.24
2019-06-24 15:00:00,1514.48
2019-06-24 16:00:00,881.32
2019-06-24 17:00:00,609.4
2019-06-24 18:00:00,335.94
2019-06-24 19:00:00,351.34
2019-06-24 20:00:00,144.76000000000002
2019-06-24 21:00:00,19.139999999999997
2019-06-24 22:00:00,0.66
2019-06-24 23:00:00,0.0
2019-06-25 00:00:00,3.3
2019-06-25 01:00:00,29.26
2019-06-25 02:00:00,72.82000000000001
2019-06-25 03:00:00,212.29999999999998
2019-06-25 04:00:00,281.6
2019-06-25 05:00:00,419.54
2019-06-25 06:00:00,770.0
2019-06-25 07:00:00,942.2600000000001
2019-06-25 08:00:00,1592.3600000000001
2019-06-25 09:00:00,1344.64
2019-06-25 10:00:00,661.3199999999999
2019-06-25 11:00:00,161.92
2019-06-25 12:00:00,123.19999999999999
2019-06-25 13:00:00,88.22
2019-06-25 14:00:00,76.55999999999999
2019-06-25 15:00:00,63.36000000000001
2019-06-25 16:00:00,32.12
2019-06-25 17:00:00,55.0
2019-06-25 18:00:00,26.619999999999997
2019-06-25 19:00:00,12.979999999999999
2019-06-25 20:00:00,3.08
2019-06-25 21:00:00,0.0
2019-06-25 22:00:00,0.0
2019-06-25 23:00:00,0.0
2019-06-26 00:00:00,0.0
2019-06-26 01:00:00,0.0
2019-06-26 02:00:00,6.6
2019-06-26 03:00:00,63.58
2019-06-26 04:00:00,83.82000000000001
2019-06-26 05:00:00,162.14
2019-06-26 06:00:00,261.14
2019-06-26 07:00:00,123.85999999999999
2019-06-26 08:00:00,258.28
2019-06-26 09:00:00,472.78000000000003
2019-06-26 10:00:00,392.26
2019-06-26 11:00:00,550.88
2019-06-26 12:00:00,423.5
2019-06-26 13:00:00,461.55999999999995
2019-06-26 14:00:00,225.72
2019-06-26 15:00:00,133.54
2019-06-26 16:00:00,65.78
2019-06-26 17:00:00,31.680000000000003
2019-06-26 18:00:00,13.42
2019-06-26 19:00:00,13.64
2019-06-26 20:00:00,2.64
2019-06-26 21:00:00,0.0
2019-06-26 22:00:00,0.0
2019-06-26 23:00:00,0.0
2019-06-27 00:00:00,0.0
2019-06-27 01:00:00,0.0
2019-06-27 02:00:00,1.1
2019-06-27 03:00:00,13.86
2019-06-27 04:00:00,21.78
2019-06-27 05:00:00,26.619999999999997
2019-06-27 06:00:00,45.54
2019-06-27 07:00:00,56.32
2019-06-27 08:00:00,51.260000000000005
2019-06-27 09:00:00,139.92000000000002
2019-06-27 10:00:00,168.29999999999998
2019-06-27 11:00:00,210.32
2019-06-27 12:00:00,154.44
2019-06-27 13:00:00,108.9
2019-06-27 14:00:00,101.2
2019-06-27 15:00:00,60.940000000000005
2019-06-27 16:00:00,491.26000000000005
2019-06-27 17:00:00,438.24
2019-06-27 18:00:00,393.14
2019-06-27 19:00:00,271.70000000000005
2019-06-27 20:00:00,31.680000000000003
2019-06-27 21:00:00,0.0
2019-06-27 22:00:00,0.0
2019-06-27 23:00:00,0.0
2019-06-28 00:00:00,0.0
2019-06-28 01:00:00,2.64
2019-06-28 02:00:00,27.28
2019-06-28 03:00:00,160.6
2019-06-28 04:00:00,268.18
2019-06-28 05:00:00,628.98
2019-06-28 06:00:00,552.4200000000001
2019-06-28 07:00:00,877.58
2019-06-28 08:00:00,1194.6
2019-06-28 09:00:00,917.18
2019-06-28 10:00:00,909.0400000000001
2019-06-28 11:00:00,658.6800000000001
2019-06-28 12:00:00,819.9399999999999
2019-06-28 13:00:00,481.36
2019-06-28 14:00:00,369.82
2019-06-28 15:00:00,825.22
2019-06-28 16:00:00,651.64
2019-06-28 17:00:00,191.18
2019-06-28 18:00:00,149.82000000000002
2019-06-28 19:00:00,98.78
2019-06-28 20:00:00,3.08
2019-06-28 21:00:00,0.0
2019-06-28 22:00:00,0.0
2019-06-28 23:00:00,0.0
2019-06-29 00:00:00,0.0
2019-06-29 01:00:00,1.9799999999999998
2019-06-29 02:00:00,66.22
2019-06-29 03:00:00,178.42000000000002
2019-06-29 04:00:00,217.58
2019-06-29 05:00:00,520.08
2019-06-29 06:00:00,725.34
2019-06-29 07:00:00,875.38
2019-06-29 08:00:00,676.0600000000001
2019-06-29 09:00:00,1195.92
2019-06-29 10:00:00,1282.8200000000002
2019-06-29 11:00:00,924.2199999999999
2019-06-29 12:00:00,697.84
2019-06-29 13:00:00,521.4
2019-06-29 14:00:00,415.58
2019-06-29 15:00:00,317.90000000000003
2019-06-29 16:00:00,132.66
2019-06-29 17:00:00,111.1
2019-06-29 18:00:00,72.82000000000001
2019-06-29 19:00:00,34.32
2019-06-29 20:00:00,0.0
2019-06-29 21:00:00,0.0
2019-06-29 22:00:00,0.0
2019-06-29 23:00:00,0.0
2019-06-30 00:00:00,0.0
2019-06-30 01:00:00,0.0
2019-06-30 02:00:00,0.88
2019-06-30 03:00:00,47.3
2019-06-30 04:00:00,157.29999999999998
2019-06-30 05:00:00,295.46
2019-06-30 06:00:00,459.79999999999995
2019-06-30 07:00:00,323.4
2019-06-30 08:00:00,501.38000000000005
2019-06-30 09:00:00,337.92
2019-06-30 10:00:00,921.58
2019-06-30 11:00:00,706.86
2019-06-30 12:00:00,373.34000000000003
2019-06-30 13:00:00,447.26
2019-06-30 14:00:00,403.04
2019-06-30 15:00:00,203.28
2019-06-30 16:00:00,66.0
2019-06-30 17:00:00,264.0
2019-06-30 18:00:00,509.08000000000004
2019-06-30 19:00:00,124.74
2019-06-30 20:00:00,0.0
2019-06-30 21:00:00,0.0
2019-06-30 22:00:00,0.0
2019-06-30 23:00:00,0.0
2019-07-01 00:00:00,0.0
2019-07-01 01:00:00,0.0
2019-07-01 02:00:00,33.66
2019-07-01 03:00:00,121.66000000000001
2019-07-01 04:00:00,212.51999999999998
2019-07-01 05:00:00,313.94
2019-07-01 06:00:00,506.87999999999994
2019-07-01 07:00:00,500.06
2019-07-01 08:00:00,526.9
2019-07-01 09:00:00,896.7199999999999
2019-07-01 10:00:00,1140.0400000000002
2019-07-01 11:00:00,705.3199999999999
2019-07-01 12:00:00,735.0200000000001
2019-07-01 13:00:00,560.12
2019-07-01 14:00:00,584.9799999999999
2019-07-01 15:00:00,479.82
2019-07-01 16:00:00,269.28
2019-07-01 17:00:00,384.12
2019-07-01 18:00:00,245.52
2019-07-01 19:00:00,143.66
2019-07-01 20:00:00,37.18
2019-07-01 21:00:00,0.0
2019-07-01 22:00:00,0.0
2019-07-01 23:00:00,0.0
2019-07-02 00:00:00,0.0
2019-07-02 01:00:00,5.06
2019-07-02 02:00:00,67.76
2019-07-02 03:00:00,247.28000000000003
2019-07-02 04:00:00,473.88
2019-07-02 05:00:00,609.62
2019-07-02 06:00:00,743.6
2019-07-02 07:00:00,1453.32
2019-07-02 08:00:00,2673.44
2019-07-02 09:00:00,1508.98
2019-07-02 10:00:00,2621.74
2019-07-02 11:00:00,1997.1599999999999
2019-07-02 12:00:00,3530.7799999999997
2019-07-02 13:00:00,1611.94
2019-07-02 14:00:00,1809.28
2019-07-02 15:00:00,971.0800000000002
2019-07-02 16:00:00,525.14
2019-07-02 17:00:00,346.5
2019-07-02 18:00:00,328.46000000000004
2019-07-02 19:00:00,135.07999999999998
2019-07-02 20:00:00,42.9
2019-07-02 21:00:00,1.1
2019-07-02 22:00:00,0.0
2019-07-02 23:00:00,0.0
2019-07-03 00:00:00,0.0
2019-07-03 01:00:00,0.0
2019-07-03 02:00:00,36.08
2019-07-03 03:00:00,326.70000000000005
2019-07-03 04:00:00,456.06000000000006
2019-07-03 05:00:00,687.72
2019-07-03 06:00:00,1198.78
2019-07-03 07:00:00,1611.72
2019-07-03 08:00:00,2066.02
2019-07-03 09:00:00,1795.8600000000001
2019-07-03 10:00:00,1800.6999999999998
2019-07-03 11:00:00,1668.48
2019-07-03 12:00:00,1273.58
2019-07-03 13:00:00,1048.3000000000002
2019-07-03 14:00:00,1105.28
2019-07-03 15:00:00,930.6000000000001
2019-07-03 16:00:00,684.86
2019-07-03 17:00:00,417.12
2019-07-03 18:00:00,208.78
2019-07-03 19:00:00,75.46000000000001
2019-07-03 20:00:00,11.879999999999999
2019-07-03 21:00:00,0.0
2019-07-03 22:00:00,0.0
2019-07-03 23:00:00,0.0
2019-07-04 00:00:00,0.0
2019-07-04 01:00:00,0.0
2019-07-04 02:00:00,9.46
2019-07-04 03:00:00,37.400000000000006
2019-07-04 04:00:00,137.94
2019-07-04 05:00:00,298.32
2019-07-04 06:00:00,542.74
2019-07-04 07:00:00,884.84
2019-07-04 08:00:00,1637.4599999999998
2019-07-04 09:00:00,1500.4
2019-07-04 10:00:00,2580.16
2019-07-04 11:00:00,3045.02
2019-07-04 12:00:00,2059.4199999999996
2019-07-04 13:00:00,1429.34
2019-07-04 14:00:00,730.84
2019-07-04 15:00:00,1096.04
2019-07-04 16:00:00,979.88
2019-07-04 17:00:00,232.1
